iter	RMSE
600	12.59325285
601	12.5913892
602	12.5850088
603	12.57801104
604	12.56997293
605	12.56719959
606	12.56373752
607	12.55893586
608	12.55407721
609	12.55162706
610	12.53637344
611	12.52632758
612	12.51945288
613	12.51252778
614	12.50868952
615	12.49967685
616	12.49522031
617	12.48498789
618	12.47773459
619	12.46680504
620	12.46136489
621	12.45870751
622	12.45331205
623	12.45293825
624	12.44725618
625	12.44058572
626	12.43691778
627	12.42600278
628	12.41984022
629	12.41229693
630	12.40402434
631	12.39699735
632	12.39353722
633	12.39108109
634	12.3810933
635	12.37032291
636	12.36467226
637	12.3585757
638	12.35540886
639	12.34485083
640	12.33940914
641	12.33626697
642	12.33165524
643	12.32189918
644	12.31306893
645	12.30471835
646	12.30079148
647	12.29764535
648	12.28807038
649	12.28153702
650	12.27529616
651	12.27260256
652	12.26575127
653	12.2578519
654	12.2547455
655	12.25033669
656	12.24535276
657	12.2387205
658	12.23558269
659	12.22422649
660	12.21742612
661	12.20963573
662	12.20392264
663	12.20050596
664	12.19037902
665	12.18362008
666	12.17861468
667	12.17260738
668	12.16404449
669	12.1568433
670	12.15236548
671	12.14639626
672	12.13769557
673	12.13501484
674	12.13028417
675	12.12089437
676	12.11733216
677	12.1113691
678	12.10057541
679	12.09342303
680	12.08715015
681	12.07618005
682	12.06626665
683	12.05573152
684	12.04902014
685	12.04377548
686	12.03975896
687	12.03177828
688	12.02340707
689	12.02232586
690	12.01576398
691	12.00449802
692	12.00204081
693	11.99384767
694	11.98447481
695	11.97429355
696	11.97184882
697	11.96682152
698	11.96082739
699	11.95498229
700	11.94388627
701	11.94351997
702	11.94027608
703	11.93998151
704	11.93408154
705	11.92941774
706	11.9207343
707	11.91523459
708	11.91363887
709	11.90685701
710	11.90596628
711	11.89883808
712	11.89450582
713	11.88563029
714	11.86868255
715	11.86653238
716	11.86200235
717	11.8569137
718	11.84530435
719	11.84032192
720	11.83496723
721	11.82477778
722	11.81893413
723	11.81630601
724	11.80749774
725	11.79987471
726	11.79532581
727	11.78977391
728	11.78464726
729	11.78192885
730	11.77596673
731	11.77167006
732	11.76338117
733	11.75704326
734	11.74991515
735	11.74131422
736	11.73452672
737	11.72708162
738	11.71977921
739	11.716844
740	11.71244665
741	11.7086248
742	11.70205805
743	11.69594379
744	11.68824576
745	11.67749225
746	11.67220428
747	11.6635989
748	11.66174169
749	11.65810735
750	11.6509671
751	11.6452119
752	11.64394434
753	11.63551208
754	11.63278876
755	11.6268843
756	11.62287109
757	11.61928105
758	11.61432717
759	11.60959266
760	11.60413186
761	11.59765827
762	11.59377139
763	11.58624458
764	11.58056477
765	11.57584905
766	11.56891403
767	11.56251594
768	11.55638533
769	11.55337117
770	11.54680599
771	11.54507897
772	11.54051637
773	11.53627054
774	11.53306517
775	11.52868746
776	11.52096016
777	11.5143651
778	11.50877406
779	11.50455556
780	11.50226397
781	11.49447469
782	11.48600332
783	11.48013524
784	11.47717316
785	11.47387529
786	11.46631296
787	11.45980986
788	11.45158161
789	11.44249023
790	11.43715166
791	11.43286122
792	11.4296816
793	11.42352151
794	11.41737394
795	11.41155539
796	11.40667978
797	11.40398623
798	11.39802503
799	11.39190544
